uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
GO,COVID,HOSPITAL,"60 - 69",M,9
GO,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
GO,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
GO,INDETERMINADA,DOMICILIO,"60 - 69",M,1
GO,INDETERMINADA,HOSPITAL,"60 - 69",M,1
GO,INDETERMINADA,OUTRO,"60 - 69",M,1
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,31
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,31
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,106
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,108
GO,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,2
GO,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,1
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,6
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,9
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,22
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,26
GO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",F,1
GO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,1
GO,PNEUMONIA,DOMICILIO,"60 - 69",F,8
GO,PNEUMONIA,DOMICILIO,"60 - 69",M,12
GO,PNEUMONIA,HOSPITAL,"60 - 69",F,253
GO,PNEUMONIA,HOSPITAL,"60 - 69",M,296
GO,PNEUMONIA,IGNORADO,"60 - 69",M,8
GO,PNEUMONIA,OUTRO,"60 - 69",F,6
GO,PNEUMONIA,OUTRO,"60 - 69",M,5
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,35
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,48
GO,SEPTICEMIA,DOMICILIO,"60 - 69",F,7
GO,SEPTICEMIA,DOMICILIO,"60 - 69",M,10
GO,SEPTICEMIA,HOSPITAL,"60 - 69",F,172
GO,SEPTICEMIA,HOSPITAL,"60 - 69",M,240
GO,SEPTICEMIA,IGNORADO,"60 - 69",F,6
GO,SEPTICEMIA,IGNORADO,"60 - 69",M,1
GO,SEPTICEMIA,OUTRO,"60 - 69",F,6
GO,SEPTICEMIA,OUTRO,"60 - 69",M,6
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,23
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,40
GO,SRAG,HOSPITAL,"60 - 69",F,5
GO,SRAG,HOSPITAL,"60 - 69",M,9
MA,OUTRAS,AMBULANCIA,"60 - 69",M,6
MA,OUTRAS,DOMICILIO,"60 - 69",F,111
MA,OUTRAS,DOMICILIO,"60 - 69",M,240
MA,OUTRAS,HOSPITAL,"60 - 69",F,284
MA,OUTRAS,HOSPITAL,"60 - 69",M,385
MA,OUTRAS,IGNORADO,"60 - 69",F,2
MA,OUTRAS,IGNORADO,"60 - 69",M,4
MA,OUTRAS,OUTRO,"60 - 69",F,15
MA,OUTRAS,OUTRO,"60 - 69",M,40
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,6
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,10
MA,OUTRAS,VIA_PUBLICA,"60 - 69",F,4
MA,OUTRAS,VIA_PUBLICA,"60 - 69",M,9
MA,COVID,AMBULANCIA,"60 - 69",M,1
MA,COVID,HOSPITAL,"60 - 69",F,2
MA,COVID,HOSPITAL,"60 - 69",M,4
MA,INDETERMINADA,DOMICILIO,"60 - 69",F,2
MA,INDETERMINADA,DOMICILIO,"60 - 69",M,7
MA,INDETERMINADA,HOSPITAL,"60 - 69",F,2
MA,INDETERMINADA,HOSPITAL,"60 - 69",M,3
MA,INDETERMINADA,IGNORADO,"60 - 69",M,1
MA,INDETERMINADA,OUTRO,"60 - 69",M,1
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,12
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,14
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,67
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,61
MA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,2
MA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,3
MA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
MA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
MA,PNEUMONIA,DOMICILIO,"60 - 69",F,4
MA,PNEUMONIA,DOMICILIO,"60 - 69",M,6
MA,PNEUMONIA,HOSPITAL,"60 - 69",F,90
MA,PNEUMONIA,HOSPITAL,"60 - 69",M,129
MA,PNEUMONIA,IGNORADO,"60 - 69",M,1
MA,PNEUMONIA,OUTRO,"60 - 69",F,6
MA,PNEUMONIA,OUTRO,"60 - 69",M,7
MA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
MA,SEPTICEMIA,DOMICILIO,"60 - 69",M,10
MA,SEPTICEMIA,HOSPITAL,"60 - 69",F,107
MA,SEPTICEMIA,HOSPITAL,"60 - 69",I,1
MA,SEPTICEMIA,HOSPITAL,"60 - 69",M,136
MA,SEPTICEMIA,IGNORADO,"60 - 69",F,1
MA,SEPTICEMIA,IGNORADO,"60 - 69",M,1
MA,SEPTICEMIA,OUTRO,"60 - 69",M,6
MA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
MA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
MA,SEPTICEMIA,VIA_PUBLICA,"60 - 69",F,1
MA,SRAG,DOMICILIO,"60 - 69",F,1
MA,SRAG,HOSPITAL,"60 - 69",F,4
MA,SRAG,HOSPITAL,"60 - 69",M,4
MA,SRAG,OUTRO,"60 - 69",M,1
MG,OUTRAS,DOMICILIO,"60 - 69",F,692
MG,OUTRAS,DOMICILIO,"60 - 69",I,1
MG,OUTRAS,DOMICILIO,"60 - 69",M,1380
MG,OUTRAS,HOSPITAL,"60 - 69",F,1706
MG,OUTRAS,HOSPITAL,"60 - 69",I,1
MG,OUTRAS,HOSPITAL,"60 - 69",M,2377
MG,OUTRAS,IGNORADO,"60 - 69",F,28
MG,OUTRAS,IGNORADO,"60 - 69",I,17
MG,OUTRAS,IGNORADO,"60 - 69",M,50
MG,OUTRAS,OUTRO,"60 - 69",F,60
MG,OUTRAS,OUTRO,"60 - 69",M,188
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,209
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,286
MG,OUTRAS,VIA_PUBLICA,"60 - 69",F,27
MG,OUTRAS,VIA_PUBLICA,"60 - 69",M,84
MG,COVID,DOMICILIO,"60 - 69",F,1
MG,COVID,DOMICILIO,"60 - 69",M,2
MG,COVID,HOSPITAL,"60 - 69",F,24
MG,COVID,HOSPITAL,"60 - 69",M,32
MG,COVID,IGNORADO,"60 - 69",F,2
MG,COVID,IGNORADO,"60 - 69",M,1
MG,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
MG,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,4
MG,INDETERMINADA,DOMICILIO,"60 - 69",F,36
MG,INDETERMINADA,DOMICILIO,"60 - 69",M,78
MG,INDETERMINADA,HOSPITAL,"60 - 69",F,11
MG,INDETERMINADA,HOSPITAL,"60 - 69",M,28
MG,INDETERMINADA,IGNORADO,"60 - 69",I,1
MG,INDETERMINADA,IGNORADO,"60 - 69",M,4
MG,INDETERMINADA,OUTRO,"60 - 69",F,3
MG,INDETERMINADA,OUTRO,"60 - 69",M,6
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,6
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
MG,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,11
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,58
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,70
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,343
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,400
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,7
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,5
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,4
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,2
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,30
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,57
MG,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",F,4
MG,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,6
MG,PNEUMONIA,DOMICILIO,"60 - 69",F,13
MG,PNEUMONIA,DOMICILIO,"60 - 69",M,25
MG,PNEUMONIA,HOSPITAL,"60 - 69",F,687
MG,PNEUMONIA,HOSPITAL,"60 - 69",M,973
MG,PNEUMONIA,IGNORADO,"60 - 69",F,5
MG,PNEUMONIA,IGNORADO,"60 - 69",I,1
MG,PNEUMONIA,IGNORADO,"60 - 69",M,11
MG,PNEUMONIA,OUTRO,"60 - 69",F,4
MG,PNEUMONIA,OUTRO,"60 - 69",M,6
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,46
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,73
MG,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,1
MG,SEPTICEMIA,DOMICILIO,"60 - 69",F,15
MG,SEPTICEMIA,DOMICILIO,"60 - 69",M,10
MG,SEPTICEMIA,HOSPITAL,"60 - 69",F,956
MG,SEPTICEMIA,HOSPITAL,"60 - 69",M,1110
MG,SEPTICEMIA,IGNORADO,"60 - 69",F,15
MG,SEPTICEMIA,IGNORADO,"60 - 69",M,12
MG,SEPTICEMIA,OUTRO,"60 - 69",F,3
MG,SEPTICEMIA,OUTRO,"60 - 69",M,5
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,52
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,60
MG,SEPTICEMIA,VIA_PUBLICA,"60 - 69",M,1
MG,SRAG,DOMICILIO,"60 - 69",M,1
MG,SRAG,HOSPITAL,"60 - 69",F,14
MG,SRAG,HOSPITAL,"60 - 69",M,13
MG,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
MG,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
MS,OUTRAS,DOMICILIO,"60 - 69",F,75
MS,OUTRAS,DOMICILIO,"60 - 69",M,133
MS,OUTRAS,HOSPITAL,"60 - 69",F,183
MS,OUTRAS,HOSPITAL,"60 - 69",M,290
MS,OUTRAS,OUTRO,"60 - 69",F,7
MS,OUTRAS,OUTRO,"60 - 69",M,25
MS,OUTRAS,POSTO_SAUDE,"60 - 69",M,2
MS,OUTRAS,VIA_PUBLICA,"60 - 69",F,3
MS,OUTRAS,VIA_PUBLICA,"60 - 69",M,14
MS,COVID,DOMICILIO,"60 - 69",F,1
MS,COVID,HOSPITAL,"60 - 69",F,4
MS,COVID,HOSPITAL,"60 - 69",M,5
MS,INDETERMINADA,DOMICILIO,"60 - 69",F,4
MS,INDETERMINADA,DOMICILIO,"60 - 69",M,5
MS,INDETERMINADA,HOSPITAL,"60 - 69",F,1
MS,INDETERMINADA,HOSPITAL,"60 - 69",M,2
MS,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,1
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,6
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,17
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,48
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,54
MS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,1
MS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,4
MS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",F,1
MS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,1
MS,PNEUMONIA,DOMICILIO,"60 - 69",F,3
MS,PNEUMONIA,DOMICILIO,"60 - 69",M,4
MS,PNEUMONIA,HOSPITAL,"60 - 69",F,111
MS,PNEUMONIA,HOSPITAL,"60 - 69",M,184
MS,PNEUMONIA,VIA_PUBLICA,"60 - 69",F,1
MS,SEPTICEMIA,DOMICILIO,"60 - 69",F,5
MS,SEPTICEMIA,DOMICILIO,"60 - 69",M,1
MS,SEPTICEMIA,HOSPITAL,"60 - 69",F,124
MS,SEPTICEMIA,HOSPITAL,"60 - 69",M,135
MS,SRAG,HOSPITAL,"60 - 69",F,2
MS,SRAG,HOSPITAL,"60 - 69",M,1
MT,OUTRAS,DOMICILIO,"60 - 69",F,66
MT,OUTRAS,DOMICILIO,"60 - 69",M,99
MT,OUTRAS,HOSPITAL,"60 - 69",F,144
MT,OUTRAS,HOSPITAL,"60 - 69",I,1
MT,OUTRAS,HOSPITAL,"60 - 69",M,207
MT,OUTRAS,IGNORADO,"60 - 69",F,98
MT,OUTRAS,IGNORADO,"60 - 69",M,146
MT,OUTRAS,OUTRO,"60 - 69",F,32
MT,OUTRAS,OUTRO,"60 - 69",M,34
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,5
MT,OUTRAS,VIA_PUBLICA,"60 - 69",F,2
MT,OUTRAS,VIA_PUBLICA,"60 - 69",M,19
MT,COVID,HOSPITAL,"60 - 69",F,8
MT,COVID,HOSPITAL,"60 - 69",M,7
MT,COVID,IGNORADO,"60 - 69",F,1
MT,COVID,IGNORADO,"60 - 69",M,4
MT,INDETERMINADA,IGNORADO,"60 - 69",F,1
MT,INDETERMINADA,IGNORADO,"60 - 69",M,2
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,4
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",I,1
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,7
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,41
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,54
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,22
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,23
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,4
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,6
MT,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"60 - 69",F,1
MT,PNEUMONIA,DOMICILIO,"60 - 69",F,1
MT,PNEUMONIA,DOMICILIO,"60 - 69",M,3
MT,PNEUMONIA,HOSPITAL,"60 - 69",F,68
MT,PNEUMONIA,HOSPITAL,"60 - 69",I,1
MT,PNEUMONIA,HOSPITAL,"60 - 69",M,103
MT,PNEUMONIA,IGNORADO,"60 - 69",F,33
MT,PNEUMONIA,IGNORADO,"60 - 69",M,47
MT,PNEUMONIA,OUTRO,"60 - 69",F,6
MT,PNEUMONIA,OUTRO,"60 - 69",M,4
MT,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
MT,SEPTICEMIA,DOMICILIO,"60 - 69",F,1
MT,SEPTICEMIA,HOSPITAL,"60 - 69",F,62
MT,SEPTICEMIA,HOSPITAL,"60 - 69",M,94
MT,SEPTICEMIA,IGNORADO,"60 - 69",F,35
MT,SEPTICEMIA,IGNORADO,"60 - 69",M,49
MT,SEPTICEMIA,OUTRO,"60 - 69",F,4
MT,SEPTICEMIA,OUTRO,"60 - 69",M,2
MT,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
MT,SEPTICEMIA,SAMU,"60 - 69",M,1
MT,SRAG,HOSPITAL,"60 - 69",F,3
MT,SRAG,HOSPITAL,"60 - 69",M,2
MT,SRAG,IGNORADO,"60 - 69",F,3
MT,SRAG,OUTRO,"60 - 69",M,1
PA,OUTRAS,AMBULANCIA,"60 - 69",F,1
PA,OUTRAS,DOMICILIO,"60 - 69",F,107
PA,OUTRAS,DOMICILIO,"60 - 69",M,248
PA,OUTRAS,HOSPITAL,"60 - 69",F,315
PA,OUTRAS,HOSPITAL,"60 - 69",I,1
PA,OUTRAS,HOSPITAL,"60 - 69",M,426
PA,OUTRAS,IGNORADO,"60 - 69",F,6
PA,OUTRAS,IGNORADO,"60 - 69",M,14
PA,OUTRAS,OUTRO,"60 - 69",F,10
PA,OUTRAS,OUTRO,"60 - 69",M,29
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,34
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,58
PA,OUTRAS,VIA_PUBLICA,"60 - 69",F,7
PA,OUTRAS,VIA_PUBLICA,"60 - 69",M,25
PA,COVID,DOMICILIO,"60 - 69",M,1
PA,COVID,HOSPITAL,"60 - 69",F,1
PA,COVID,HOSPITAL,"60 - 69",M,8
PA,COVID,IGNORADO,"60 - 69",F,1
PA,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PA,INDETERMINADA,DOMICILIO,"60 - 69",F,1
PA,INDETERMINADA,DOMICILIO,"60 - 69",M,10
PA,INDETERMINADA,HOSPITAL,"60 - 69",F,2
PA,INDETERMINADA,HOSPITAL,"60 - 69",M,2
PA,INDETERMINADA,OUTRO,"60 - 69",F,1
PA,INDETERMINADA,OUTRO,"60 - 69",M,1
PA,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PA,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,2
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,13
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,19
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,74
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,108
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,2
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,3
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,13
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,17
PA,PNEUMONIA,DOMICILIO,"60 - 69",F,14
PA,PNEUMONIA,DOMICILIO,"60 - 69",M,15
PA,PNEUMONIA,HOSPITAL,"60 - 69",F,168
PA,PNEUMONIA,HOSPITAL,"60 - 69",M,232
PA,PNEUMONIA,IGNORADO,"60 - 69",M,1
PA,PNEUMONIA,OUTRO,"60 - 69",M,3
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,18
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,18
PA,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,2
PA,SEPTICEMIA,DOMICILIO,"60 - 69",F,7
PA,SEPTICEMIA,DOMICILIO,"60 - 69",M,11
PA,SEPTICEMIA,HOSPITAL,"60 - 69",F,128
PA,SEPTICEMIA,HOSPITAL,"60 - 69",M,164
PA,SEPTICEMIA,IGNORADO,"60 - 69",M,1
PA,SEPTICEMIA,OUTRO,"60 - 69",F,1
PA,SEPTICEMIA,OUTRO,"60 - 69",M,3
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,11
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,17
PA,SRAG,HOSPITAL,"60 - 69",F,8
PA,SRAG,HOSPITAL,"60 - 69",M,7
PA,SRAG,OUTRO,"60 - 69",M,1
PA,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PA,SRAG,VIA_PUBLICA,"60 - 69",M,1
PB,OUTRAS,DOMICILIO,"60 - 69",F,134
PB,OUTRAS,DOMICILIO,"60 - 69",M,260
PB,OUTRAS,HOSPITAL,"60 - 69",F,273
PB,OUTRAS,HOSPITAL,"60 - 69",M,356
PB,OUTRAS,IGNORADO,"60 - 69",F,1
PB,OUTRAS,IGNORADO,"60 - 69",M,3
PB,OUTRAS,OUTRO,"60 - 69",F,13
PB,OUTRAS,OUTRO,"60 - 69",M,23
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,21
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,27
PB,OUTRAS,VIA_PUBLICA,"60 - 69",F,7
PB,OUTRAS,VIA_PUBLICA,"60 - 69",M,19
PB,COVID,HOSPITAL,"60 - 69",F,5
PB,COVID,HOSPITAL,"60 - 69",M,3
PB,INDETERMINADA,DOMICILIO,"60 - 69",F,2
PB,INDETERMINADA,DOMICILIO,"60 - 69",M,3
PB,INDETERMINADA,HOSPITAL,"60 - 69",M,1
PB,INDETERMINADA,OUTRO,"60 - 69",M,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,15
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,23
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,74
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,83
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,10
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
PB,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,1
PB,PNEUMONIA,DOMICILIO,"60 - 69",F,3
PB,PNEUMONIA,DOMICILIO,"60 - 69",M,22
PB,PNEUMONIA,HOSPITAL,"60 - 69",F,99
PB,PNEUMONIA,HOSPITAL,"60 - 69",M,126
PB,PNEUMONIA,OUTRO,"60 - 69",M,3
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,9
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
PB,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,1
PB,SEPTICEMIA,DOMICILIO,"60 - 69",F,6
PB,SEPTICEMIA,DOMICILIO,"60 - 69",M,4
PB,SEPTICEMIA,HOSPITAL,"60 - 69",F,146
PB,SEPTICEMIA,HOSPITAL,"60 - 69",M,161
PB,SEPTICEMIA,OUTRO,"60 - 69",M,1
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,4
PB,SEPTICEMIA,VIA_PUBLICA,"60 - 69",M,1
PB,SRAG,HOSPITAL,"60 - 69",F,3
PB,SRAG,HOSPITAL,"60 - 69",M,6
PB,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
PB,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
PE,OUTRAS,DOMICILIO,"60 - 69",F,243
PE,OUTRAS,DOMICILIO,"60 - 69",M,449
PE,OUTRAS,HOSPITAL,"60 - 69",F,693
PE,OUTRAS,HOSPITAL,"60 - 69",M,892
PE,OUTRAS,IGNORADO,"60 - 69",F,10
PE,OUTRAS,IGNORADO,"60 - 69",M,22
PE,OUTRAS,OUTRO,"60 - 69",F,18
PE,OUTRAS,OUTRO,"60 - 69",M,53
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,67
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,64
PE,OUTRAS,VIA_PUBLICA,"60 - 69",F,12
PE,OUTRAS,VIA_PUBLICA,"60 - 69",M,49
PE,COVID,DOMICILIO,"60 - 69",M,1
PE,COVID,HOSPITAL,"60 - 69",F,4
PE,COVID,HOSPITAL,"60 - 69",M,10
PE,INDETERMINADA,DOMICILIO,"60 - 69",F,8
PE,INDETERMINADA,DOMICILIO,"60 - 69",M,20
PE,INDETERMINADA,HOSPITAL,"60 - 69",F,5
PE,INDETERMINADA,HOSPITAL,"60 - 69",M,7
PE,INDETERMINADA,IGNORADO,"60 - 69",M,1
PE,INDETERMINADA,OUTRO,"60 - 69",M,5
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,30
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,43
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,133
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,133
PE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,3
PE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,2
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,1
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,1
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,11
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,12
PE,PNEUMONIA,DOMICILIO,"60 - 69",F,19
PE,PNEUMONIA,DOMICILIO,"60 - 69",M,40
PE,PNEUMONIA,HOSPITAL,"60 - 69",F,206
PE,PNEUMONIA,HOSPITAL,"60 - 69",M,274
PE,PNEUMONIA,IGNORADO,"60 - 69",M,3
PE,PNEUMONIA,OUTRO,"60 - 69",F,1
PE,PNEUMONIA,OUTRO,"60 - 69",M,1
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,15
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,12
PE,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,1
PE,SEPTICEMIA,DOMICILIO,"60 - 69",F,19
PE,SEPTICEMIA,DOMICILIO,"60 - 69",M,24
PE,SEPTICEMIA,HOSPITAL,"60 - 69",F,495
PE,SEPTICEMIA,HOSPITAL,"60 - 69",I,1
PE,SEPTICEMIA,HOSPITAL,"60 - 69",M,548
PE,SEPTICEMIA,IGNORADO,"60 - 69",F,5
PE,SEPTICEMIA,IGNORADO,"60 - 69",M,4
PE,SEPTICEMIA,OUTRO,"60 - 69",F,2
PE,SEPTICEMIA,OUTRO,"60 - 69",M,3
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,10
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,21
PE,SRAG,DOMICILIO,"60 - 69",M,2
PE,SRAG,HOSPITAL,"60 - 69",F,9
PE,SRAG,HOSPITAL,"60 - 69",M,6
